ra,dec,dist_au,zone
251.752817,-21.000847,9.039787,D
251.753117,-21.000315,9.039960,D
251.747769,-20.998980,9.040279,D
251.747532,-21.000771,9.039709,D
251.750035,-21.001292,9.039592,D
251.751493,-20.998824,9.040400,D
251.753060,-20.999669,9.040163,D
251.747624,-20.998945,9.040288,D
251.753137,-21.000164,9.040009,D
251.753312,-21.000201,9.040000,D
251.749043,-20.998641,9.040411,D
251.752065,-20.999115,9.040319,D
251.748013,-21.001015,9.039641,D
251.752988,-20.999565,9.040195,D
251.753222,-20.999942,9.040080,D
251.747326,-21.000627,9.039751,D
251.746266,-20.999953,9.039943,C
251.753114,-20.999150,9.040328,C
251.746755,-21.000651,9.039732,C
251.750820,-21.001696,9.039480,C
251.753589,-20.999430,9.040249,C
251.747790,-21.001097,9.039611,C
251.752517,-21.001223,9.039662,C
251.753409,-21.000789,9.039816,C
251.752954,-20.999048,9.040358,C
251.745969,-20.999611,9.040045,C
251.750199,-21.001494,9.039532,C
251.746334,-20.999058,9.040227,C
251.753726,-21.000711,9.039847,C
251.746036,-20.999351,9.040129,C
251.746789,-20.998734,9.040338,C
251.746418,-20.999889,9.039966,C
251.748028,-21.001428,9.039511,C
251.745917,-20.999936,9.039942,C
251.747406,-21.001158,9.039584,C
251.747143,-21.001064,9.039609,C
251.752863,-21.001231,9.039666,C
251.751772,-20.998797,9.040414,C
251.746032,-21.000295,9.039830,C
251.752350,-21.001417,9.039598,C
251.746521,-20.999218,9.040180,C
251.747256,-21.001163,9.039580,C
251.751377,-21.001694,9.039491,C
251.747342,-20.998649,9.040376,C
251.746353,-20.999936,9.039950,C
251.748456,-21.001493,9.039499,C
251.752619,-20.998855,9.040412,C
251.752589,-21.001441,9.039595,C
251.747876,-21.001199,9.039580,C
251.747629,-21.001262,9.039556,C
251.747535,-20.998538,9.040414,C
251.746387,-20.999507,9.040086,C
251.746173,-20.999262,9.040160,C
251.746428,-20.999499,9.040090,C
251.750511,-20.998301,9.040547,C
251.753482,-20.999257,9.040302,C
251.754144,-21.000247,9.040002,C
251.747505,-21.001133,9.039594,C
251.748544,-20.998349,9.040494,C
251.752336,-21.001538,9.039559,C
251.748454,-21.001424,9.039520,C
251.751478,-20.998634,9.040460,C
251.751365,-21.001672,9.039498,C
251.750435,-21.001730,9.039462,C
251.753790,-20.999524,9.040223,C
251.753477,-20.999509,9.040222,C
251.753180,-21.001135,9.039703,C
251.749906,-21.001492,9.039527,C
251.754066,-21.000301,9.039983,C
251.754024,-21.000291,9.039985,C
251.750027,-20.998294,9.040539,C
251.752882,-21.001266,9.039656,C
251.751635,-20.998727,9.040434,C
251.746321,-21.000176,9.039874,C
251.749289,-20.998404,9.040491,C
251.750781,-21.001742,9.039465,C
251.750098,-20.998507,9.040474,C
251.747065,-21.001064,9.039607,C
251.753306,-21.001115,9.039711,C
251.748491,-21.001393,9.039531,C
251.748693,-21.001413,9.039528,C
251.749883,-21.001468,9.039534,C
251.748277,-20.998507,9.040439,C
251.753733,-20.999939,9.040091,C
251.746592,-20.999764,9.040009,C
251.749316,-21.001647,9.039466,C
251.747095,-21.001076,9.039604,C
251.746476,-21.000528,9.039765,C
251.747312,-21.000950,9.039648,C
251.749624,-21.001621,9.039481,C
251.749962,-21.001516,9.039520,C
251.749396,-21.001589,9.039486,C
251.751529,-20.998543,9.040490,C
251.748978,-20.998293,9.040520,C
251.748966,-21.001607,9.039472,C
251.753488,-20.999367,9.040267,C
251.747437,-20.998924,9.040291,C
251.748435,-20.998432,9.040465,C
251.746205,-20.999973,9.039935,C
251.752280,-20.998791,9.040426,C
251.752989,-20.999247,9.040296,C
251.749783,-20.998345,9.040519,C
251.747232,-21.000959,9.039644,C
251.753678,-21.000757,9.039832,C
251.747072,-20.998709,9.040352,C
251.753494,-20.999257,9.040302,C
251.752262,-21.001514,9.039565,C
251.753070,-20.999229,9.040303,C
251.746058,-20.999611,9.040047,C
251.753549,-21.000968,9.039762,C
251.747950,-21.001282,9.039556,C
251.752303,-20.998895,9.040393,C
251.750833,-21.001535,9.039531,C
251.746435,-20.999177,9.040191,C
251.753718,-20.999954,9.040086,C
251.748956,-20.998345,9.040503,C
251.753940,-21.000469,9.039928,C
251.746648,-21.000662,9.039726,C
251.746593,-20.998970,9.040260,C
251.751700,-21.001419,9.039584,C
251.746091,-20.999848,9.039973,C
251.747932,-21.001399,9.039518,C
251.754048,-21.000586,9.039893,C
251.753647,-21.000647,9.039866,C
251.746275,-20.999434,9.040107,C
251.751632,-21.001554,9.039540,C
251.753524,-21.001042,9.039739,C
251.751311,-20.998519,9.040493,C
251.746291,-21.000399,9.039803,C
251.749397,-21.001475,9.039522,C
251.752313,-20.998674,9.040464,C
251.746585,-20.998955,9.040264,C
251.751405,-20.998528,9.040492,C
251.745976,-20.999698,9.040018,C
251.747014,-20.998709,9.040351,C
251.748415,-20.998405,9.040474,C
251.747970,-21.001309,9.039547,C
251.751504,-20.998568,9.040481,C
251.752771,-21.001214,9.039670,C
251.750686,-20.998526,9.040479,C
251.748868,-21.001546,9.039490,C
251.753957,-21.000558,9.039900,C
251.753835,-20.999704,9.040167,C
251.747167,-21.000907,9.039659,C
251.752375,-20.998746,9.040442,C
251.750474,-20.998338,9.040534,C
251.747443,-21.001114,9.039599,C
251.747500,-21.001049,9.039620,C
251.746626,-20.998908,9.040280,C
251.749639,-21.001700,9.039456,C
251.751122,-20.998535,9.040485,C
251.748462,-20.998323,9.040500,C
251.746166,-21.000452,9.039784,C
251.752525,-21.001299,9.039638,C
251.746194,-21.000415,9.039796,C
251.752500,-21.001311,9.039634,C
251.745968,-20.999914,9.039950,C
251.750412,-20.998475,9.040490,C
251.747673,-20.998520,9.040423,C
251.748739,-21.001404,9.039532,C
251.750477,-20.998373,9.040523,C
251.745895,-20.999791,9.039987,C
251.749357,-20.998370,9.040503,C
251.746084,-20.999692,9.040022,C
251.752002,-20.998868,9.040396,C
251.746467,-21.000377,9.039813,C
251.746537,-21.000046,9.039919,C
251.751304,-21.001614,9.039515,C
251.746061,-20.999256,9.040159,C
251.746322,-20.999525,9.040079,C
251.753945,-20.999803,9.040138,C
251.753860,-21.000784,9.039827,C
251.751727,-20.998754,9.040427,C
251.751972,-20.998587,9.040484,C
251.751920,-20.998632,9.040469,C
251.751281,-21.001613,9.039515,C
251.746719,-20.999149,9.040206,C
251.750102,-21.001706,9.039463,C
251.753728,-21.000763,9.039831,C
251.754119,-21.000320,9.039978,C
251.749781,-20.998501,9.040469,C
251.746700,-20.998848,9.040301,C
251.753790,-20.999708,9.040165,C
251.753594,-21.000440,9.039930,C
251.749605,-21.001524,9.039511,C
251.752001,-20.998615,9.040476,C
251.753355,-21.001190,9.039688,C
251.754128,-20.999988,9.040083,C
251.752600,-20.999022,9.040359,C
251.747575,-21.001270,9.039552,C
251.752725,-21.001394,9.039612,C
251.747685,-20.998593,9.040400,C
251.750897,-20.998455,9.040505,C
251.747743,-20.998541,9.040418,C
251.747615,-20.998676,9.040373,C
251.748826,-21.001420,9.039529,C
251.746085,-21.000140,9.039881,C
251.746786,-20.998836,9.040306,C
251.746335,-20.999080,9.040220,C
251.746035,-20.999975,9.039932,C
251.752317,-20.998835,9.040413,C
251.749419,-21.001584,9.039488,C
251.753763,-21.000688,9.039855,C
251.751477,-20.998556,9.040485,C
251.752922,-20.998951,9.040388,C
251.746330,-20.999188,9.040186,C
251.747771,-20.998504,9.040430,C
251.750516,-20.998367,9.040526,C
251.753745,-21.000555,9.039897,C
251.752063,-20.998779,9.040426,C
251.750565,-21.001632,9.039495,C
251.747949,-21.001376,9.039526,C
251.753479,-21.001125,9.039712,C
251.753591,-20.999923,9.040094,C
251.753367,-20.999205,9.040316,C
251.753932,-20.999694,9.040172,C
251.746261,-20.999297,9.040150,C
251.754012,-21.000574,9.039896,C
251.754014,-21.000366,9.039962,C
251.753186,-20.999388,9.040255,C
251.749303,-20.998388,9.040496,C
251.750260,-21.001730,9.039458,C
251.748740,-21.001596,9.039472,C
251.746674,-20.998789,9.040319,C
251.751326,-21.001489,9.039555,C
251.752747,-21.001327,9.039633,C
251.751919,-21.001548,9.039548,C
251.746642,-20.998916,9.040278,C
251.749739,-21.001509,9.039518,C
251.753787,-21.000806,9.039818,C
251.750393,-21.001708,9.039468,C
251.752215,-20.998713,9.040449,C
251.753640,-21.000017,9.040065,C
251.753560,-20.999647,9.040180,C
251.753891,-21.000166,9.040022,C
251.753355,-21.000897,9.039781,C
251.750177,-20.998362,9.040521,C
251.748366,-21.001517,9.039489,C
251.752521,-21.001234,9.039659,C
251.753750,-21.000044,9.040058,C
251.746264,-20.999492,9.040089,C
251.749898,-20.998279,9.040542,C
251.747220,-20.998815,9.040321,C
251.746209,-20.999458,9.040099,C
251.753100,-21.001250,9.039665,C
251.746223,-21.000455,9.039784,C
251.753019,-20.999412,9.040244,C
251.753878,-20.999562,9.040213,C
251.750834,-21.001715,9.039474,C
251.748457,-21.001403,9.039527,C
251.753290,-20.999602,9.040189,C
251.753089,-21.000915,9.039770,C
251.748518,-20.998523,9.040438,C
251.752765,-21.001375,9.039619,C
251.753595,-20.999593,9.040198,C
251.748628,-21.001573,9.039477,C
251.748814,-21.001368,9.039545,C
251.753680,-21.000772,9.039827,C
251.753631,-21.000218,9.040001,C
251.752397,-21.001521,9.039565,C
251.752880,-20.999176,9.040316,C
251.751424,-20.998602,9.040469,C
251.747577,-20.998636,9.040384,C
251.746659,-21.000454,9.039792,C
251.746507,-21.000759,9.039693,C
251.747379,-20.998811,9.040325,C
251.752251,-20.998925,9.040383,C
251.749507,-21.001608,9.039482,C
251.748566,-21.001370,9.039540,C
251.747972,-21.001268,9.039560,C
251.753950,-21.000329,9.039972,C
251.748616,-21.001462,9.039511,C
251.746087,-20.999833,9.039978,C
251.746684,-21.000622,9.039740,C
251.748311,-20.998636,9.040399,C
251.752579,-21.001399,9.039608,C
251.753836,-21.000641,9.039871,C
251.751466,-21.001630,9.039513,C
251.748864,-21.001541,9.039491,C
251.746910,-21.000962,9.039637,C
251.751938,-20.998618,9.040474,C
251.745933,-20.999899,9.039954,C
251.751739,-20.998626,9.040468,C
251.747595,-20.998474,9.040436,C
251.746155,-20.999274,9.040155,C
251.750024,-21.001674,9.039471,C
251.751864,-21.001373,9.039602,C
251.747153,-21.000943,9.039647,C
251.750148,-20.998566,9.040456,C
251.747383,-21.001034,9.039623,C
251.746009,-20.999647,9.040035,C
251.747640,-21.001226,9.039567,C
251.752698,-21.001380,9.039616,C
251.747637,-21.000991,9.039641,C
251.747353,-20.998586,9.040396,C
251.753923,-20.999882,9.040113,C
251.752435,-21.001424,9.039597,C
251.753168,-20.999351,9.040266,C
251.753021,-21.001133,9.039700,C
251.748218,-21.001199,9.039587,C
251.749820,-20.998449,9.040487,C
251.754075,-21.000405,9.039950,C
251.752918,-21.001313,9.039641,C
251.745958,-20.999572,9.040058,C
251.750136,-21.001624,9.039490,C
251.750177,-21.001665,9.039477,C
251.748187,-21.001407,9.039521,C
251.745915,-20.999804,9.039984,C
251.748625,-20.998420,9.040473,C
251.753898,-21.000583,9.039891,C
251.750910,-21.001658,9.039494,C
251.746421,-21.000572,9.039751,C
251.753143,-20.999250,9.040298,C
251.748031,-21.001170,9.039592,C
251.753229,-20.999354,9.040266,C
251.753067,-21.001039,9.039731,C
251.746758,-21.000895,9.039655,C
251.746666,-21.000461,9.039790,C
251.753425,-21.000593,9.039879,C
251.746947,-20.998820,9.040314,C
251.748774,-21.001374,9.039542,C
251.748614,-21.001543,9.039486,C
251.749787,-20.998262,9.040545,C
251.749452,-20.998494,9.040465,C
251.751822,-20.998774,9.040423,C
251.748415,-20.998566,9.040423,C
251.751814,-21.001548,9.039546,C
251.747660,-20.998531,9.040419,C
251.748098,-20.998491,9.040440,C
251.753802,-20.999580,9.040206,C
251.747109,-21.001064,9.039608,C
251.748523,-20.998348,9.040494,C
251.754099,-20.999967,9.040089,C
251.753191,-20.999210,9.040311,C
251.746915,-20.998765,9.040331,C
251.747059,-21.001087,9.039600,C
251.753330,-21.001035,9.039737,C
251.753988,-21.000545,9.039905,C
251.751600,-21.001675,9.039502,C
251.748749,-20.998378,9.040489,C
251.746459,-20.998932,9.040269,C
251.753736,-21.000729,9.039841,C
251.748516,-20.998364,9.040489,C
251.751554,-20.998492,9.040506,C
251.746790,-21.000767,9.039696,C
251.746436,-20.999005,9.040246,C
251.752976,-20.999156,9.040324,C
251.746355,-20.999082,9.040220,C
251.753474,-21.000989,9.039754,C
251.752554,-20.998752,9.040444,C
251.746739,-21.000702,9.039715,C
251.746352,-20.999169,9.040192,C
251.753694,-21.000970,9.039765,C
251.745935,-20.999442,9.040098,C
251.746232,-20.999979,9.039934,C
251.746858,-20.999253,9.040176,C
251.751648,-21.001526,9.039549,C
251.752099,-21.001326,9.039621,C
251.745986,-20.999874,9.039963,C
251.753634,-21.000986,9.039758,C
251.752798,-21.001323,9.039636,C
251.746388,-21.000601,9.039741,C
251.754126,-21.000109,9.040045,C
251.751060,-20.998451,9.040510,C
251.754155,-21.000087,9.040053,C
251.753393,-20.999449,9.040239,C
251.751147,-20.998447,9.040513,C
251.753787,-20.999508,9.040228,C
251.745873,-20.999714,9.040011,C
251.748568,-20.998361,9.040490,C
251.751680,-20.998539,9.040494,C
251.752276,-20.999002,9.040359,C
251.746576,-21.000607,9.039742,C
251.750024,-21.001535,9.039515,C
251.753791,-21.000882,9.039794,C
251.749076,-21.001507,9.039506,C
251.746117,-21.000406,9.039797,C
251.748454,-20.998414,9.040471,C
251.749334,-21.001652,9.039465,C
251.754096,-21.000251,9.040000,C
251.751478,-21.001503,9.039554,C
251.748379,-21.001392,9.039529,C
251.746046,-20.999327,9.040137,C
251.746632,-21.000811,9.039679,C
251.753768,-20.999671,9.040177,C
251.750000,-20.998419,9.040500,C
251.747617,-20.998626,9.040388,C
251.752902,-20.999222,9.040302,C
251.748379,-21.001510,9.039492,C
251.753158,-20.999314,9.040277,C
251.746030,-20.999357,9.040127,C
251.746479,-21.000503,9.039773,C
251.752237,-20.998719,9.040448,C
251.753111,-20.999102,9.040344,C
251.746471,-20.998956,9.040262,C
251.753352,-20.999712,9.040155,C
251.747547,-20.998694,9.040365,C
251.746042,-21.000171,9.039870,C
251.752018,-21.001606,9.039531,C
251.749198,-21.001527,9.039502,C
251.747087,-20.998656,9.040369,C
251.747559,-20.998535,9.040416,C
251.748371,-21.001443,9.039513,C
251.749874,-21.001626,9.039484,C
251.753115,-20.999215,9.040308,C
251.746431,-20.999368,9.040131,C
251.746295,-20.999791,9.039995,C
251.747806,-20.998680,9.040375,C
251.751424,-21.001447,9.039570,C
251.752713,-20.998930,9.040390,C
251.746916,-21.000938,9.039644,C
251.753071,-20.999106,9.040342,C
251.749178,-20.998254,9.040536,C
251.753074,-21.000937,9.039763,C
251.752343,-20.998872,9.040401,C
251.746291,-21.000459,9.039784,C
251.750394,-20.998289,9.040548,C
251.753056,-21.001099,9.039711,C
251.753141,-21.001235,9.039670,C
251.753854,-20.999871,9.040115,C
251.752025,-21.001464,9.039576,C
251.752617,-21.001176,9.039679,C
251.749819,-20.998292,9.040536,C
251.746670,-21.000600,9.039746,C
251.750373,-20.998371,9.040522,C
251.748726,-21.001541,9.039489,C
251.748175,-20.998487,9.040443,C
251.750602,-20.998536,9.040474,C
251.746104,-21.000089,9.039897,C
251.747614,-20.998687,9.040369,C
251.746765,-20.999184,9.040196,C
251.753253,-20.999109,9.040344,C
251.752836,-20.999028,9.040362,C
251.753243,-20.999132,9.040337,C
251.752873,-21.001046,9.039725,C
251.753174,-21.001276,9.039658,C
251.750258,-20.998460,9.040492,C
251.752358,-21.001507,9.039569,C
251.748151,-20.998461,9.040451,C
251.754103,-21.000193,9.040018,C
251.753374,-21.000647,9.039860,C
251.752986,-21.001042,9.039728,C
251.746087,-20.999880,9.039963,C
251.751907,-21.001572,9.039540,C
251.751335,-20.998598,9.040469,C
251.753327,-20.999615,9.040186,C
251.752799,-21.001365,9.039623,C
251.748380,-20.998501,9.040443,C
251.747601,-21.001036,9.039626,C
251.749703,-21.001470,9.039530,C
251.750820,-20.998515,9.040485,C
251.746803,-21.000760,9.039698,C
251.752094,-21.001282,9.039635,C
251.748507,-20.998399,9.040477,C
251.749062,-20.998333,9.040509,C
251.754024,-21.000511,9.039916,C
251.746164,-20.999329,9.040138,C
251.748979,-20.998502,9.040454,C
251.749194,-21.001547,9.039496,C
251.753586,-20.999516,9.040222,C
251.753859,-20.999769,9.040147,C
251.751223,-20.998602,9.040465,C
251.752922,-20.999198,9.040310,C
251.753371,-21.001107,9.039715,C
251.748025,-20.998514,9.040432,C
251.752622,-21.001411,9.039605,C
251.752957,-21.001342,9.039633,C
251.747447,-21.001119,9.039597,C
251.753709,-20.999550,9.040213,C
251.746706,-20.999024,9.040245,C
251.749349,-21.001681,9.039456,C
251.748353,-20.998501,9.040442,C
251.745918,-20.999941,9.039940,C
251.746372,-20.999129,9.040205,C
251.753817,-21.000852,9.039804,C
251.750821,-21.001701,9.039478,C
251.748578,-20.998530,9.040437,C
251.752557,-21.001359,9.039620,C
251.750268,-20.998410,9.040508,C
251.751802,-20.998681,9.040452,C
251.751423,-20.998491,9.040504,C
251.747217,-21.000833,9.039683,C
251.746776,-21.000656,9.039731,C
251.748673,-20.998321,9.040505,C
251.746362,-21.000284,9.039840,C
251.753317,-21.000809,9.039808,C
251.747570,-20.998728,9.040355,C
251.751234,-20.998449,9.040514,C
251.746320,-21.000597,9.039740,C
251.752463,-20.999088,9.040336,C
251.753708,-21.000076,9.040047,C
251.753805,-21.000627,9.039875,C
251.746827,-20.998797,9.040319,C
251.752835,-21.001365,9.039623,C
251.746925,-20.998712,9.040348,C
251.753647,-21.000233,9.039996,C
251.753641,-20.999646,9.040182,C
251.750565,-20.998393,9.040519,C
251.745897,-20.999573,9.040056,C
251.749659,-20.998330,9.040521,C
251.748377,-21.001444,9.039513,C
251.750724,-21.001517,9.039534,C
251.752280,-20.998871,9.040401,C
251.747713,-21.001017,9.039635,C
251.749397,-21.001401,9.039546,C
251.746788,-20.998839,9.040305,C
251.753309,-20.999272,9.040294,C
251.748468,-21.001408,9.039526,C
251.752558,-21.001405,9.039605,C
251.752687,-21.001364,9.039621,C
251.746650,-20.999126,9.040212,C
251.753980,-21.000183,9.040019,C
251.748254,-20.998396,9.040473,C
251.746791,-20.999178,9.040198,C
251.753619,-21.000504,9.039910,C
251.753341,-21.001085,9.039721,C
251.753725,-21.000807,9.039817,C
251.746604,-20.999207,9.040185,C
251.748474,-21.001526,9.039488,C
251.748511,-21.001491,9.039500,C
251.746678,-20.999196,9.040190,C
251.753867,-20.999728,9.040160,C
251.747944,-20.998559,9.040416,C
251.746314,-20.999392,9.040121,C
251.749471,-21.001570,9.039494,C
251.752322,-21.001491,9.039573,C
251.747744,-20.998693,9.040370,C
251.747157,-20.998688,9.040360,C
251.747070,-21.001056,9.039610,C
251.746269,-21.000367,9.039812,C
251.753806,-21.000581,9.039890,C
251.748851,-20.998352,9.040499,C
251.751685,-20.998602,9.040474,C
251.746140,-21.000386,9.039804,C
251.746071,-21.000073,9.039901,C
251.748477,-21.001239,9.039579,C
251.746975,-21.001010,9.039623,C
251.746352,-20.999714,9.040020,C
251.750699,-21.001706,9.039474,C
251.749189,-21.001551,9.039494,C
251.753964,-20.999724,9.040163,C
251.753599,-20.999789,9.040136,C
251.751423,-20.998607,9.040468,C
251.753712,-20.999391,9.040264,C
251.753115,-20.999125,9.040336,C
251.752149,-20.998632,9.040474,C
251.748219,-20.998362,9.040483,C
251.749772,-21.001690,9.039462,C
251.750957,-20.998422,9.040517,C
251.748208,-20.998556,9.040422,C
251.753544,-21.000880,9.039790,C
251.749651,-21.001609,9.039485,C
251.748216,-21.001410,9.039520,C
251.746129,-20.999736,9.040009,C
251.748029,-20.998549,9.040421,C
251.747941,-20.998519,9.040428,C
251.752756,-21.001380,9.039617,C
251.746388,-21.000428,9.039795,C
251.753842,-21.000276,9.039987,C
251.753784,-21.000629,9.039874,C
251.745998,-20.999546,9.040066,C
251.751286,-21.001623,9.039512,C
251.746209,-21.000365,9.039812,C
251.750029,-21.001674,9.039472,C
251.753094,-21.001152,9.039695,C
251.753654,-21.000452,9.039927,C
251.747884,-21.001392,9.039520,C
251.746226,-21.000527,9.039761,C
251.753363,-21.001064,9.039728,C
251.753235,-20.999475,9.040228,C
251.750224,-21.001732,9.039457,C
251.753412,-21.000802,9.039812,C
251.751705,-20.998654,9.040458,C
251.746541,-20.999438,9.040111,C
251.747705,-20.998459,9.040443,C
251.746500,-21.000614,9.039739,C
251.745940,-20.999699,9.040017,C
251.754110,-21.000367,9.039963,C
251.749604,-20.998260,9.040542,C
251.751524,-20.998570,9.040481,C
251.746703,-21.000902,9.039652,C
251.752124,-21.001441,9.039586,C
251.750609,-20.998524,9.040478,C
251.750592,-20.998320,9.040542,C
251.752071,-20.998879,9.040394,C
251.746773,-21.000668,9.039727,C
251.752400,-21.001388,9.039608,C
251.746377,-20.999223,9.040176,C
251.748978,-20.998531,9.040444,C
251.753384,-20.999396,9.040256,C
251.750483,-20.998436,9.040503,C
251.746504,-21.000663,9.039723,C
251.752853,-20.998986,9.040375,C
251.749776,-20.998258,9.040546,C
251.750755,-21.001681,9.039483,C
251.753453,-20.999472,9.040233,C
251.747401,-21.001122,9.039595,C
251.752365,-21.001185,9.039671,C
251.746371,-21.000456,9.039786,C
251.748187,-20.998383,9.040476,C
251.748128,-20.998447,9.040455,C
251.748944,-21.001553,9.039489,C
251.752318,-20.998975,9.040368,C
251.751790,-20.998553,9.040492,C
251.752275,-21.001328,9.039624,C
251.746050,-20.999481,9.040088,C
251.748268,-20.998526,9.040433,C
251.746292,-20.999243,9.040168,C
251.746122,-21.000117,9.039888,C
251.750209,-21.001727,9.039458,C
251.753669,-21.000902,9.039785,C
251.752993,-21.001231,9.039669,C
251.747465,-21.000899,9.039667,C
251.747802,-20.998598,9.040401,C
251.752923,-21.001092,9.039711,C
251.751138,-21.001495,9.039549,C
251.746255,-20.999352,9.040133,C
251.746524,-20.999365,9.040134,C
251.753416,-21.000911,9.039778,C
251.747842,-20.998712,9.040365,C
251.752935,-20.998999,9.040373,C
251.746907,-21.000672,9.039728,C
251.751339,-20.998492,9.040502,C
251.750892,-21.001694,9.039482,C
251.746532,-21.000595,9.039745,C
251.753918,-21.000638,9.039874,C
251.746438,-20.999506,9.040088,C
251.750860,-20.998366,9.040533,C
251.746162,-21.000304,9.039830,C
251.753600,-20.999828,9.040124,C
251.750041,-21.001565,9.039506,C
251.752638,-20.998826,9.040422,C
251.746015,-20.999485,9.040086,C
251.749163,-20.998379,9.040496,C
251.746277,-20.999774,9.040000,C
251.752478,-21.001395,9.039607,C
251.752275,-21.001420,9.039595,C
251.752217,-20.998726,9.040445,C
251.746132,-21.000348,9.039816,C
251.753836,-21.000018,9.040068,C
251.752563,-21.001410,9.039604,C
251.747446,-21.001148,9.039588,C
251.754008,-21.000065,9.040057,C
251.752018,-21.001373,9.039605,C
251.751776,-20.998676,9.040453,C
251.753581,-20.999827,9.040124,C
251.746910,-21.000880,9.039663,C
251.747041,-20.998665,9.040365,C
251.746909,-21.000693,9.039722,C
251.747013,-20.998711,9.040350,C
251.750841,-21.001522,9.039535,C
251.753481,-21.000772,9.039823,C
251.751298,-20.998498,9.040500,C
251.753407,-21.000859,9.039794,C
251.753449,-21.001092,9.039721,C
251.749459,-20.998321,9.040520,C
251.746353,-20.999609,9.040053,C
251.749957,-21.001709,9.039459,C
251.746952,-20.998883,9.040294,C
251.745919,-20.999493,9.040082,C
251.753544,-20.999653,9.040178,C
251.749460,-21.001660,9.039465,C
251.750374,-21.001517,9.039528,C
251.749910,-20.998286,9.040540,C
251.745979,-20.999968,9.039933,C
251.753796,-20.999777,9.040143,C
251.749010,-21.001566,9.039486,C
251.750634,-21.001525,9.039530,C
251.746189,-20.999709,9.040019,C
251.746414,-21.000252,9.039851,C
251.752742,-21.001098,9.039706,C
251.752699,-21.001334,9.039630,C
251.750876,-21.001705,9.039478,C
251.746232,-20.999720,9.040016,C
251.750341,-20.998458,9.040494,C
251.747149,-20.998702,9.040355,C
251.751299,-20.998711,9.040432,C
251.748068,-21.001286,9.039556,C
251.753917,-20.999827,9.040130,C
251.746921,-21.000993,9.039627,C
251.753746,-20.999874,9.040112,C
251.747897,-20.998462,9.040445,C
251.746651,-20.999005,9.040250,C
251.746557,-20.999527,9.040083,C
251.753507,-21.000753,9.039830,C
251.750185,-21.001554,9.039512,C
251.753765,-21.000230,9.040000,C
251.750022,-21.001610,9.039492,C
251.753842,-21.000071,9.040051,C
251.749616,-21.001525,9.039511,C
251.752337,-21.001202,9.039665,C
251.746615,-21.000502,9.039776,C
251.749963,-21.001646,9.039479,C
251.746185,-21.000431,9.039791,C
251.747728,-20.998593,9.040401,C
251.747655,-21.001023,9.039632,C
251.753855,-20.999650,9.040185,C
251.749469,-20.998298,9.040528,C
251.749558,-20.998487,9.040470,C
251.753131,-21.000995,9.039746,C
251.748057,-21.001430,9.039511,C
251.751844,-21.001514,9.039557,C
251.746625,-21.000482,9.039783,C
251.745963,-20.999649,9.040033,C
251.753920,-21.000252,9.039996,C
251.750751,-21.001673,9.039486,C
251.747002,-21.000864,9.039669,C
251.748112,-21.001271,9.039562,C
251.752598,-21.001179,9.039677,C
251.753325,-20.999366,9.040264,C
251.749689,-20.998427,9.040491,C
251.747173,-20.998760,9.040337,C
251.746088,-20.999964,9.039936,C
251.753949,-21.000225,9.040005,C
251.748554,-20.998381,9.040484,C
251.753724,-21.000401,9.039945,C
251.747180,-21.000854,9.039676,C
251.746507,-21.000509,9.039772,C
251.747524,-21.001204,9.039572,C
251.746120,-21.000039,9.039913,C
251.749400,-20.998278,9.040533,C
251.750027,-21.001478,9.039533,C
251.746417,-20.999171,9.040193,C
251.748999,-20.998279,9.040524,C
251.745938,-20.999757,9.039999,C
251.751878,-21.001628,9.039522,C
251.752461,-21.001168,9.039678,C
251.750966,-21.001700,9.039481,C
251.753921,-21.000151,9.040028,C
251.746296,-20.999048,9.040230,C
251.746865,-20.999230,9.040183,C
251.746876,-21.000984,9.039629,C
251.753625,-21.000689,9.039852,C
251.753432,-21.000681,9.039851,C
251.753654,-21.000121,9.040032,C
251.754012,-20.999923,9.040101,C
251.750951,-20.998361,9.040536,C
251.752352,-20.998731,9.040446,C
251.746320,-20.999530,9.040078,C
251.753417,-21.000795,9.039814,C
251.751688,-21.001399,9.039590,C
251.747397,-20.998735,9.040350,C
251.747936,-20.998445,9.040452,C
251.751995,-20.998615,9.040476,C
251.746227,-20.999409,9.040114,C
251.745957,-20.999883,9.039959,C
251.752299,-21.001502,9.039570,C
251.754162,-21.000208,9.040014,C
251.747330,-20.998676,9.040367,C
251.751642,-21.001661,9.039507,C
251.746241,-20.999620,9.040048,C
251.753163,-20.999179,9.040320,C
251.747647,-20.998589,9.040401,C
251.753860,-21.000693,9.039855,C
251.753938,-21.000337,9.039969,C
251.748153,-21.001325,9.039546,C
251.752036,-20.998850,9.040402,C
251.753832,-20.999547,9.040217,C
251.746058,-20.999753,9.040002,C
251.750296,-20.998551,9.040464,C
251.753593,-21.000369,9.039952,C
251.752537,-21.001364,9.039618,C
251.752805,-21.001388,9.039615,C
251.752312,-20.998848,9.040409,C
251.753779,-21.000500,9.039915,C
251.753838,-20.999713,9.040165,C
251.753146,-21.001047,9.039730,C
251.748185,-20.998449,9.040455,C
251.753570,-21.000934,9.039774,C
251.748620,-21.001514,9.039495,C
251.748991,-20.998315,9.040513,C
251.751143,-20.998393,9.040530,C
251.746205,-20.999542,9.040072,C
251.750969,-21.001684,9.039486,C
251.748624,-20.998474,9.040456,C
251.746379,-20.998985,9.040251,C
251.749282,-21.001470,9.039522,C
